id,biomass_commodity,co2_content,investment_cost,fixed_om_cost,variable_om_cost,electricity_consumption,gasoline_production,jetfuel_production,diesel_production,electricity_production,emission_rate,capture_rate
TX_Gasoline_Gasification_Non_CCS_Wood,Biomass_Wood,1.821,356053.6,283503.36,22.0416,0,2.1093,0,0,0,1.306399485,0
NCEN_Gasoline_Gasification_Non_CCS_Wood,Biomass_Wood,1.802,356053.6,283503.36,22.0416,0,2.1171,0,0,0,1.28550259,0
CEN_Gasoline_Gasification_Non_CCS_Wood,Biomass_Wood,1.802,356053.6,283503.36,22.0416,0,2.1182,0,0,0,1.285231605,0
SE_Gasoline_Gasification_Non_CCS_Wood,Biomass_Wood,1.821,356053.6,283503.36,22.0416,0,2.126,0,0,0,1.30233471,0
MIDAT_Gasoline_Gasification_Non_CCS_Wood,Biomass_Wood,1.806,356053.6,283503.36,22.0416,0,2.1115,0,0,0,1.290857515,0
NE_Gasoline_Gasification_Non_CCS_Wood,Biomass_Wood,1.826,356053.6,283503.36,22.0416,0,2.0982,0,0,0,1.314109335,0
CA_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.719,356053.6,283503.36,22.0416,0,2.0315,0,0,0,1.223368435,0
NW_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.664,356053.6,283503.36,22.0416,0,1.8572,0,0,0,1.21091308,0
SW_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.687,356053.6,283503.36,22.0416,0,1.8916,0,0,0,1.225512545,0
TX_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.633,356053.6,283503.36,22.0416,0,1.8427,0,0,0,1.183435885,0
NCEN_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.71,356053.6,283503.36,22.0416,0,1.9216,0,0,0,1.24119595,0
CEN_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.7,356053.6,283503.36,22.0416,0,1.9071,0,0,0,1.234718755,0
SE_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.689,356053.6,283503.36,22.0416,0,1.9138,0,0,0,1.222092845,0
MIDAT_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.708,356053.6,283503.36,22.0416,0,1.9194,0,0,0,1.23973792,0
NE_Gasoline_Gasification_Non_CCS_Agri,Biomass_Agri,1.715,356053.6,283503.36,22.0416,0,1.9416,0,0,0,1.24131822,0
CA_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.721,434628.32,354088,23.5872,0.1041,2.0204,0,0,0,0.847005593,0.381072692
NW_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.726,434628.32,354088,23.5872,0.1041,2.0249,0,0,0,0.8497065,0.382287845
SW_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.71,434628.32,354088,23.5872,0.1041,2.0115,0,0,0,0.84091408,0.378332085
TX_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.714,434628.32,354088,23.5872,0.1041,2.016,0,0,0,0.842925287,0.379236939
NCEN_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.74,434628.32,354088,23.5872,0.1041,2.0371,0,0,0,0.857306418,0.385707092
CEN_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.723,434628.32,354088,23.5872,0.1041,2.0249,0,0,0,0.8476374,0.381356945
SE_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.717,434628.32,354088,23.5872,0.1041,2.0215,0,0,0,0.844059895,0.379747405
MIDAT_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.736,434628.32,354088,23.5872,0.1041,2.0327,0,0,0,0.855295212,0.384802239
NE_Gasoline_Gasification_CCS_31_Herb,Biomass_Herb,1.745,434628.32,354088,23.5872,0.1041,2.0404,0,0,0,0.860194223,0.387006332
CA_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.843,434628.32,354088,23.5872,0.1041,2.1504,0,0,0,0.909281886,0.409091154
NW_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.818,434628.32,354088,23.5872,0.1041,2.1459,0,0,0,0.892786979,0.401670001
SW_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.798,434628.32,354088,23.5872,0.1041,2.126,0,0,0,0.88235715,0.396977561
TX_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.821,434628.32,354088,23.5872,0.1041,2.1093,0,0,0,0.901023725,0.40537576
NCEN_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.802,434628.32,354088,23.5872,0.1041,2.1171,0,0,0,0.886611137,0.398891454
CEN_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.802,434628.32,354088,23.5872,0.1041,2.1182,0,0,0,0.886424238,0.398807367
SE_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.821,434628.32,354088,23.5872,0.1041,2.126,0,0,0,0.89822025,0.404114461
MIDAT_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.806,434628.32,354088,23.5872,0.1041,2.1115,0,0,0,0.890304428,0.400553087
NE_Gasoline_Gasification_CCS_31_Wood,Biomass_Wood,1.826,434628.32,354088,23.5872,0.1041,2.0982,0,0,0,0.906341209,0.407768127
CA_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.719,434628.32,354088,23.5872,0.1041,2.0315,0,0,0,0.84375721,0.379611225
NW_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.664,434628.32,354088,23.5872,0.1041,1.8572,0,0,0,0.835166752,0.375746329
SW_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.687,434628.32,354088,23.5872,0.1041,1.8916,0,0,0,0.845236003,0.380276543
TX_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.633,434628.32,354088,23.5872,0.1041,1.8427,0,0,0,0.81621573,0.367220155
NCEN_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.71,434628.32,354088,23.5872,0.1041,1.9216,0,0,0,0.856052847,0.385143103
CEN_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.7,434628.32,354088,23.5872,0.1041,1.9071,0,0,0,0.851585526,0.38313323
SE_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.689,434628.32,354088,23.5872,0.1041,1.9138,0,0,0,0.842877435,0.37921541
MIDAT_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.708,434628.32,354088,23.5872,0.1041,1.9194,0,0,0,0.855047244,0.384690677
NE_Gasoline_Gasification_CCS_31_Agri,Biomass_Agri,1.715,434628.32,354088,23.5872,0.1041,1.9416,0,0,0,0.856137177,0.385181044
CA_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.721,590486.4,434613.76,28.7392,1.1596,2.0204,0,0,0,0.00847374,1.219604545
NW_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.726,590486.4,434613.76,28.7392,1.1596,2.0249,0,0,0,0.008500761,1.223493584
SW_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.71,590486.4,434613.76,28.7392,1.1596,2.0115,0,0,0,0.008412799,1.210833367
TX_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.714,590486.4,434613.76,28.7392,1.1596,2.016,0,0,0,0.008432919,1.213729306
NCEN_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.74,590486.4,434613.76,28.7392,1.1596,2.0371,0,0,0,0.008576793,1.234436717
CEN_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.723,590486.4,434613.76,28.7392,1.1596,2.0249,0,0,0,0.008480061,1.220514284
SE_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.717,590486.4,434613.76,28.7392,1.1596,2.0215,0,0,0,0.00844427,1.21536303
MIDAT_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.736,590486.4,434613.76,28.7392,1.1596,2.0327,0,0,0,0.008556672,1.231540778
NE_Gasoline_Gasification_CCS_99_Herb,Biomass_Herb,1.745,590486.4,434613.76,28.7392,1.1596,2.0404,0,0,0,0.008605684,1.238594872
CA_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.843,590486.4,434613.76,28.7392,1.1596,2.1504,0,0,0,0.009096774,1.309276266
NW_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.818,590486.4,434613.76,28.7392,1.1596,2.1459,0,0,0,0.008931753,1.285525227
SW_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.798,590486.4,434613.76,28.7392,1.1596,2.126,0,0,0,0.00882741,1.270507301
TX_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.821,590486.4,434613.76,28.7392,1.1596,2.1093,0,0,0,0.009014156,1.297385329
NCEN_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.802,590486.4,434613.76,28.7392,1.1596,2.1171,0,0,0,0.008869968,1.276632623
CEN_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.802,590486.4,434613.76,28.7392,1.1596,2.1182,0,0,0,0.008868098,1.276363507
SE_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.821,590486.4,434613.76,28.7392,1.1596,2.126,0,0,0,0.00898611,1.293348601
MIDAT_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.806,590486.4,434613.76,28.7392,1.1596,2.1115,0,0,0,0.008906917,1.281950599
NE_Gasoline_Gasification_CCS_99_Wood,Biomass_Wood,1.826,590486.4,434613.76,28.7392,1.1596,2.0982,0,0,0,0.009067354,1.305041981
CA_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.719,590486.4,434613.76,28.7392,1.1596,2.0315,0,0,0,0.008441242,1.214927193
NW_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.664,590486.4,434613.76,28.7392,1.1596,1.8572,0,0,0,0.0083553,1.20255778
SW_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.687,590486.4,434613.76,28.7392,1.1596,1.8916,0,0,0,0.008456037,1.217056509
TX_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.633,590486.4,434613.76,28.7392,1.1596,1.8427,0,0,0,0.008165708,1.175270178
NCEN_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.71,590486.4,434613.76,28.7392,1.1596,1.9216,0,0,0,0.008564252,1.232631698
CEN_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.7,590486.4,434613.76,28.7392,1.1596,1.9071,0,0,0,0.008519559,1.226199196
SE_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.689,590486.4,434613.76,28.7392,1.1596,1.9138,0,0,0,0.008432441,1.213660405
MIDAT_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.708,590486.4,434613.76,28.7392,1.1596,1.9194,0,0,0,0.008554192,1.231183729
NE_Gasoline_Gasification_CCS_99_Agri,Biomass_Agri,1.715,590486.4,434613.76,28.7392,1.1596,1.9416,0,0,0,0.008565096,1.232753125
CA_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.721,492864.96,547339.52,0,2.8679,0.6596,0.68,1.3472,0,1.056526164,0
NW_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.726,492864.96,547339.52,0,2.8679,0.6611,0.6815,1.3501,0,1.060064979,0
SW_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.71,492864.96,547339.52,0,2.8679,0.6567,0.677,1.3412,0,1.048448534,0
TX_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.714,492864.96,547339.52,0,2.8679,0.6582,0.6785,1.3442,0,1.050987349,0
NCEN_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.74,492864.96,547339.52,0,2.8679,0.665,0.6856,1.3583,0,1.070046721,0
CEN_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.723,492864.96,547339.52,0,2.8679,0.6611,0.6815,1.3501,0,1.057064979,0
SE_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.717,492864.96,547339.52,0,2.8679,0.66,0.6804,1.3479,0,1.052160868,0
MIDAT_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.736,492864.96,547339.52,0,2.8679,0.6636,0.6841,1.3553,0,1.067507906,0
NE_FT_High_Diesel_Non_CCS_Herb,Biomass_Herb,1.745,492864.96,547339.52,0,2.8679,0.6661,0.6868,1.3605,0,1.073950832,0
CA_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.843,492864.96,547339.52,0,2.8679,0.702,0.7238,1.4338,0,1.135786506,0
NW_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.818,492864.96,547339.52,0,2.8679,0.7006,0.7223,1.4309,0,1.112247691,0
SW_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.798,492864.96,547339.52,0,2.8679,0.6941,0.7155,1.4175,0,1.098823023,0
TX_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.821,492864.96,547339.52,0,2.8679,0.6886,0.7099,1.4064,0,1.127302466,0
NCEN_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.802,492864.96,547339.52,0,2.8679,0.6912,0.7126,1.4116,0,1.105745393,0
CEN_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.802,492864.96,547339.52,0,2.8679,0.6915,0.7129,1.4123,0,1.105380096,0
SE_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.821,492864.96,547339.52,0,2.8679,0.6941,0.7155,1.4175,0,1.121823023,0
MIDAT_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.806,492864.96,547339.52,0,2.8679,0.6893,0.7107,1.4079,0,1.111571874,0
NE_FT_High_Diesel_Non_CCS_Wood,Biomass_Wood,1.826,492864.96,547339.52,0,2.8679,0.685,0.7062,1.399,0,1.135955429,0
CA_FT_High_Diesel_Agri,Biomass_Agri,1.719,492864.96,547339.52,0,2.8679,0.6632,0.6838,1.3546,0,1.050873202,0
NW_FT_High_Diesel_Agri,Biomass_Agri,1.664,492864.96,547339.52,0,2.8679,0.6063,0.6251,1.2383,0,1.05322471,0
SW_FT_High_Diesel_Agri,Biomass_Agri,1.687,492864.96,547339.52,0,2.8679,0.6175,0.6367,1.2613,0,1.064900527,0
TX_FT_High_Diesel_Agri,Biomass_Agri,1.633,492864.96,547339.52,0,2.8679,0.6016,0.6202,1.2287,0,1.026973561,0
NCEN_FT_High_Diesel_Agri,Biomass_Agri,1.71,492864.96,547339.52,0,2.8679,0.6273,0.6468,1.2812,0,1.078037529,0
CEN_FT_High_Diesel_Agri,Biomass_Agri,1.7,492864.96,547339.52,0,2.8679,0.6226,0.6419,1.2716,0,1.072786379,0
SE_FT_High_Diesel_Agri,Biomass_Agri,1.689,492864.96,547339.52,0,2.8679,0.6248,0.6441,1.2761,0,1.059594602,0
MIDAT_FT_High_Diesel_Agri,Biomass_Agri,1.708,492864.96,547339.52,0,2.8679,0.6266,0.646,1.2798,0,1.076768121,0
NE_FT_High_Diesel_Agri,Biomass_Agri,1.715,492864.96,547339.52,0,2.8679,0.6339,0.6535,1.2946,0,1.076462196,0
CA_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.721,547496.32,596414.56,1.064,2.9403,0.6596,0.68,1.3472,0,0.498786002,0.557740162
NW_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.726,547496.32,596414.56,1.064,2.9403,0.6611,0.6815,1.3501,0,0.500456677,0.559608303
SW_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.71,547496.32,596414.56,1.064,2.9403,0.6567,0.677,1.3412,0,0.494972553,0.553475981
TX_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.714,547496.32,596414.56,1.064,2.9403,0.6582,0.6785,1.3442,0,0.496171128,0.554816222
NCEN_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.74,547496.32,596414.56,1.064,2.9403,0.665,0.6856,1.3583,0,0.505169057,0.564877664
CEN_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.723,547496.32,596414.56,1.064,2.9403,0.6611,0.6815,1.3501,0,0.499040377,0.558024603
SE_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.717,547496.32,596414.56,1.064,2.9403,0.66,0.6804,1.3479,0,0.496725146,0.555435722
MIDAT_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.736,547496.32,596414.56,1.064,2.9403,0.6636,0.6841,1.3553,0,0.503970482,0.563537424
NE_FT_High_Diesel_CCS_53_Herb,Biomass_Herb,1.745,547496.32,596414.56,1.064,2.9403,0.6661,0.6868,1.3605,0,0.507012188,0.566938644
CA_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.843,547496.32,596414.56,1.064,2.9403,0.702,0.7238,1.4338,0,0.536204809,0.599581696
NW_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.818,547496.32,596414.56,1.064,2.9403,0.7006,0.7223,1.4309,0,0.525092135,0.587155556
SW_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.798,547496.32,596414.56,1.064,2.9403,0.6941,0.7155,1.4175,0,0.518754349,0.580068674
TX_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.821,547496.32,596414.56,1.064,2.9403,0.6886,0.7099,1.4064,0,0.532199494,0.595102972
NCEN_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.802,547496.32,596414.56,1.064,2.9403,0.6912,0.7126,1.4116,0,0.5220224,0.583722993
CEN_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.802,547496.32,596414.56,1.064,2.9403,0.6915,0.7129,1.4123,0,0.521849944,0.583530153
SE_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.821,547496.32,596414.56,1.064,2.9403,0.6941,0.7155,1.4175,0,0.529612649,0.592210374
MIDAT_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.806,547496.32,596414.56,1.064,2.9403,0.6893,0.7107,1.4079,0,0.524773082,0.586798792
NE_FT_High_Diesel_CCS_53_Wood,Biomass_Wood,1.826,547496.32,596414.56,1.064,2.9403,0.685,0.7062,1.399,0,0.536284558,0.599670871
CA_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.719,547496.32,596414.56,1.064,2.9403,0.6632,0.6838,1.3546,0,0.496117239,0.554755963
NW_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.664,547496.32,596414.56,1.064,2.9403,0.6063,0.6251,1.2383,0,0.497227385,0.555997324
SW_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.687,547496.32,596414.56,1.064,2.9403,0.6175,0.6367,1.2613,0,0.502739539,0.562160988
TX_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.633,547496.32,596414.56,1.064,2.9403,0.6016,0.6202,1.2287,0,0.484834218,0.542139343
NCEN_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.71,547496.32,596414.56,1.064,2.9403,0.6273,0.6468,1.2812,0,0.508941517,0.569096011
CEN_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.7,547496.32,596414.56,1.064,2.9403,0.6226,0.6419,1.2716,0,0.50646245,0.56632393
SE_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.689,547496.32,596414.56,1.064,2.9403,0.6248,0.6441,1.2761,0,0.500234612,0.55935999
MIDAT_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.708,547496.32,596414.56,1.064,2.9403,0.6266,0.646,1.2798,0,0.50834223,0.568425891
NE_FT_High_Diesel_CCS_53_Agri,Biomass_Agri,1.715,547496.32,596414.56,1.064,2.9403,0.6339,0.6535,1.2946,0,0.508197803,0.568264393
CA_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.721,644392,646477.44,4.256,3.5965,0.6596,0.68,1.3472,0,0.004965673,1.051560491
NW_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.726,644392,646477.44,4.256,3.5965,0.6611,0.6815,1.3501,0,0.004982305,1.055082674
SW_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.71,644392,646477.44,4.256,3.5965,0.6567,0.677,1.3412,0,0.004927708,1.043520826
TX_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.714,644392,646477.44,4.256,3.5965,0.6582,0.6785,1.3442,0,0.004939641,1.046047709
NCEN_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.74,644392,646477.44,4.256,3.5965,0.665,0.6856,1.3583,0,0.00502922,1.065017501
CEN_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.723,644392,646477.44,4.256,3.5965,0.6611,0.6815,1.3501,0,0.004968205,1.052096774
SE_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.717,644392,646477.44,4.256,3.5965,0.66,0.6804,1.3479,0,0.004945156,1.047215712
MIDAT_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.736,644392,646477.44,4.256,3.5965,0.6636,0.6841,1.3553,0,0.005017287,1.062490619
NE_FT_High_Diesel_CCS_99_Herb,Biomass_Herb,1.745,644392,646477.44,4.256,3.5965,0.6661,0.6868,1.3605,0,0.005047569,1.068903263
CA_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.843,644392,646477.44,4.256,3.5965,0.702,0.7238,1.4338,0,0.005338197,1.130448309
NW_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.818,644392,646477.44,4.256,3.5965,0.7006,0.7223,1.4309,0,0.005227564,1.107020127
SW_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.798,644392,646477.44,4.256,3.5965,0.6941,0.7155,1.4175,0,0.005164468,1.093658555
TX_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.821,644392,646477.44,4.256,3.5965,0.6886,0.7099,1.4064,0,0.005298322,1.122004145
NCEN_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.802,644392,646477.44,4.256,3.5965,0.6912,0.7126,1.4116,0,0.005197003,1.100548389
CEN_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.802,644392,646477.44,4.256,3.5965,0.6915,0.7129,1.4123,0,0.005195286,1.10018481
SE_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.821,644392,646477.44,4.256,3.5965,0.6941,0.7155,1.4175,0,0.005272568,1.116550455
MIDAT_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.806,644392,646477.44,4.256,3.5965,0.6893,0.7107,1.4079,0,0.005224388,1.106347486
NE_FT_High_Diesel_CCS_99_Wood,Biomass_Wood,1.826,644392,646477.44,4.256,3.5965,0.685,0.7062,1.399,0,0.005338991,1.130616438
CA_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.719,644392,646477.44,4.256,3.5965,0.6632,0.6838,1.3546,0,0.004939104,1.045934098
NW_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.664,644392,646477.44,4.256,3.5965,0.6063,0.6251,1.2383,0,0.004950156,1.048274554
SW_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.687,644392,646477.44,4.256,3.5965,0.6175,0.6367,1.2613,0,0.005005032,1.059895494
TX_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.633,644392,646477.44,4.256,3.5965,0.6016,0.6202,1.2287,0,0.004826776,1.022146785
NCEN_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.71,644392,646477.44,4.256,3.5965,0.6273,0.6468,1.2812,0,0.005066776,1.072970752
CEN_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.7,644392,646477.44,4.256,3.5965,0.6226,0.6419,1.2716,0,0.005042096,1.067744283
SE_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.689,644392,646477.44,4.256,3.5965,0.6248,0.6441,1.2761,0,0.004980095,1.054614507
MIDAT_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.708,644392,646477.44,4.256,3.5965,0.6266,0.646,1.2798,0,0.00506081,1.071707311
NE_FT_High_Diesel_CCS_99_Agri,Biomass_Agri,1.715,644392,646477.44,4.256,3.5965,0.6339,0.6535,1.2946,0,0.005059372,1.071402824
CA_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.721,756402.08,344508.64,49.224,0,0.3154,1.4051,0,0.7744,0.327720363,0.970182065
NW_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.726,756402.08,344508.64,49.224,0,0.316,1.4082,0,0.7761,0.328747938,0.973224094
SW_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.71,756402.08,344508.64,49.224,0,0.314,1.3989,0,0.771,0.325412713,0.963350507
TX_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.714,756402.08,344508.64,49.224,0,0.3147,1.402,0,0.7727,0.326187788,0.965645036
NCEN_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.74,756402.08,344508.64,49.224,0,0.318,1.4167,0,0.7808,0.331636894,0.981776548
CEN_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.723,756402.08,344508.64,49.224,0,0.316,1.4082,0,0.7761,0.327990438,0.970981594
SE_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.717,756402.08,344508.64,49.224,0,0.3155,1.4059,0,0.7748,0.326651632,0.967018197
MIDAT_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.736,756402.08,344508.64,49.224,0,0.3173,1.4136,0,0.7791,0.330861819,0.979482019
NE_FT_High_Jetfuel_CCS_75_Herb,Biomass_Herb,1.745,756402.08,344508.64,49.224,0,0.3185,1.419,0,0.7821,0.332723201,0.984992445
CA_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.843,756402.08,344508.64,49.224,0,0.3356,1.4955,0,0.8242,0.351653807,1.041034538
NW_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.818,756402.08,344508.64,49.224,0,0.3349,1.4924,0,0.8225,0.345576232,1.023042509
